,时间,识别号,胜负退,阵线,数量
2856,93001000,466775,B,136100,100
2857,93001000,466798,B,140800,2700
2858,93001000,466843,B,140200,300
2859,93001010,466968,B,140000,500
2860,93001010,466988,S,139800,200
2861,93001010,467040,B,142000,2000
2862,93001010,467047,B,140400,100
2863,93001010,467118,S,139900,1000
2864,93001010,467159,B,144000,3400
2865,93001010,467161,B,138200,1000
2866,93001010,467171,B,140000,500
2867,93001010,467198,B,140000,200
2868,93001010,467208,B,140000,500
2869,93001010,467241,B,137200,700
2870,93001010,467248,B,130000,300
2871,93001010,467310,B,140000,500
2872,93001010,467408,B,139200,100
2873,93001010,467438,B,140000,1000
2874,93001010,467542,S,139800,200
2875,93001010,467554,B,140400,1000
2876,93001010,467555,B,140400,35300
2877,93001020,467628,B,141400,300
2878,93001020,467671,B,140100,1400
2879,93001020,467681,B,139200,4100
2880,93001020,467867,B,140000,200
2881,93001020,467873,B,141300,4800
2882,93001020,467959,B,140000,6600
2883,93001020,467974,B,140000,1000
2884,93001020,467988,B,137500,2800
2885,93001020,467991,B,140200,200
2886,93001020,468021,B,136200,1000
2887,93001020,468048,B,132000,1000
2888,93001020,468070,B,136200,500
2889,93001020,468080,B,140000,1100
2890,93001020,468106,S,139800,400
2891,93001020,468110,B,139500,300
2892,93001020,468134,S,163200,2000
2893,93001020,468194,B,140500,100
2894,93001020,468271,S,156400,500
2895,93001020,468364,B,139900,3000
2896,93001020,468398,B,140300,200
2897,93001020,468436,B,142600,300
2898,93001020,468480,B,140000,600
2899,93001020,468509,B,140000,200
2900,93001020,468530,B,143800,800
2901,93001020,468598,B,136800,2000
2902,93001020,468602,B,140000,800
2903,93001030,468746,B,120300,500
2904,93001030,468978,B,133000,2000
2905,93001030,469080,B,142500,400
2906,93001030,469090,S,138800,100
2907,93001030,469162,B,140400,4000
2908,93001030,469169,S,138000,4000
2909,93001030,469237,S,139900,600
2910,93001030,469331,B,140500,4000
2911,93001030,469443,B,140000,400
2912,93001040,469580,B,140200,1700
2913,93001040,469593,B,140000,200
2914,93001040,469612,B,140800,200
2915,93001040,469614,B,140000,600
2916,93001040,469698,B,141000,300
2917,93001040,469730,B,138800,300
2918,93001040,469799,B,140000,100
2919,93001040,469806,B,140000,31300
2920,93001040,469823,B,140000,3700
2921,93001040,469827,B,130000,2000
2922,93001040,469906,B,140000,400
2923,93001040,469915,B,140600,100
2924,93001040,469952,B,135000,500
2925,93001040,469968,B,140500,1000
2926,93001040,469971,B,140000,4900
2927,93001040,470008,B,140000,600
2928,93001040,470061,B,140500,800
2929,93001050,470151,B,140600,2700
2930,93001050,470169,B,138100,2000
2931,93001050,470216,B,142800,700
2932,93001050,470218,S,139900,100
2933,93001050,470226,B,140400,2400
2934,93001050,470254,S,139800,100
2935,93001050,470441,B,140000,1100
2936,93001050,470465,B,130200,900
2937,93001050,470481,B,140000,200
2938,93001050,470485,S,139900,300
2939,93001050,470538,B,139900,500
2940,93001050,470692,S,139800,200
2941,93001060,470727,B,139000,200
2942,93001060,470750,S,139800,100
2943,93001060,470756,B,138000,1400
2944,93001060,470884,S,163200,20000
2945,93001060,470898,B,140000,100
2946,93001060,471045,B,133000,1000
2947,93001060,471096,B,138800,300
2948,93001060,471186,B,140600,2000
2949,93001060,471230,B,140000,300
2950,93001060,471291,B,140900,2200
2951,93001060,471299,B,140000,100
2952,93001060,471342,B,141000,200
2953,93001060,471351,B,140200,700
2954,93001060,471369,B,140100,100
2955,93001060,471386,B,140000,900
2956,93001060,471425,B,140000,1100
2957,93001060,471474,S,139800,400
2958,93001070,471522,B,140400,500
2959,93001070,471593,B,132900,1000
2960,93001070,471600,B,140000,100
2961,93001070,471605,B,141100,1700
2962,93001070,471607,B,141300,400
2963,93001070,471613,B,140500,1000
2964,93001070,471651,S,139900,100
2965,93001070,471676,B,140000,2000
2966,93001070,471681,B,140000,4700
2967,93001070,471716,S,139000,200
2968,93001070,471718,B,139500,600
2969,93001070,471730,B,143000,800
2970,93001070,471740,B,140000,2600
2971,93001070,471752,B,135000,500
2972,93001070,471773,S,140000,4400
2973,93001070,471790,B,136600,300
2974,93001070,471890,B,140000,10000
2975,93001070,471906,B,140900,2500
2976,93001070,471920,B,136400,2000
2977,93001070,471925,B,132100,3000
2978,93001070,471985,B,140000,700
2979,93001070,472102,B,137300,100
2980,93001080,184620,C,150500,5200
2981,93001080,472231,S,139000,5000
2982,93001080,472263,B,130000,200
2983,93001080,472275,B,141500,500
2984,93001080,472324,B,142700,700
2985,93001080,472377,S,139900,1500
2986,93001080,472383,B,140000,100
2987,93001080,472440,B,142000,1000
2988,93001080,472483,B,139900,200
2989,93001080,472484,B,141100,1600
2990,93001080,472644,B,140500,1500
2991,93001080,472738,B,139000,500
2992,93001080,472815,B,133300,3500
2993,93001080,472896,B,140100,200
2994,93001080,472949,B,140000,800
2995,93001080,472953,B,140000,1000
2996,93001080,473013,B,140000,100
2997,93001080,473038,B,140000,300
2998,93001080,473065,B,140400,1400
2999,93001080,473080,S,149900,200
3000,93001080,473117,S,158000,200
3001,93001080,473140,B,139200,400
3002,93001090,473299,B,140000,100
3003,93001090,473312,B,140100,200
3004,93001090,473333,B,139000,200
3005,93001090,473469,B,140000,200
3006,93001090,473476,S,163200,2300
3007,93001090,473479,S,140000,1000
3008,93001090,473600,B,139000,700
3009,93001090,473618,S,139000,2000
3010,93001090,473621,B,142800,200
3011,93001090,473694,B,140000,100
3012,93001090,473713,B,139200,100
3013,93001090,473754,S,140000,6700
3014,93001090,473803,B,140300,300
3015,93001100,473931,B,129500,300
3016,93001100,473944,B,140000,4300
3017,93001100,473981,B,140000,3000
3018,93001100,473997,B,140400,300
3019,93001100,474082,B,136000,500
3020,93001100,474127,B,129600,500
3021,93001100,474306,B,140400,2500
3022,93001100,474392,B,141000,2000
3023,93001100,474448,B,140100,500
3024,93001110,474614,B,141800,300
3025,93001110,474645,B,140000,2000
3026,93001110,474685,B,142500,500
3027,93001110,474709,B,0,1000
3028,93001110,474812,S,139800,2900
3029,93001110,474953,B,141400,200
3030,93001110,474960,B,141100,2100
3031,93001110,474985,B,142500,300
3032,93001110,475020,B,140000,500
3033,93001110,475036,B,140000,200
3034,93001110,475037,B,140000,100
3035,93001110,475098,B,140200,300
3036,93001110,475145,B,140000,200
3037,93001110,475198,B,163200,100
3038,93001110,475245,S,139900,1000
3039,93001110,475275,B,139900,100
3040,93001120,427345,C,140000,100
3041,93001120,475421,B,139000,500
3042,93001120,475443,B,125000,1000
3043,93001120,475524,B,139900,300
3044,93001120,475575,B,140000,100
3045,93001120,475638,B,137000,2300
3046,93001120,475639,B,140000,700
3047,93001120,475651,B,140200,100
3048,93001120,475658,S,139900,3400
3049,93001120,475748,B,140000,300
3050,93001120,475828,B,140900,700
3051,93001120,475849,B,143000,1000
3052,93001120,475861,B,138000,2800
3053,93001120,475911,S,146600,1000
3054,93001130,476014,B,139000,1000
3055,93001130,476060,B,143200,400
3056,93001130,476097,B,138000,1000
3057,93001130,476111,B,136000,1000
3058,93001130,476277,B,140500,1000
3059,93001130,476374,B,140000,900
3060,93001130,476504,B,141000,38800
3061,93001140,476539,S,139500,300
3062,93001140,476546,B,140000,1500
3063,93001140,476557,S,148100,400
3064,93001140,476624,B,145000,700
3065,93001140,476774,S,149900,700
3066,93001140,476799,B,150000,100
3067,93001140,476806,B,140400,100
3068,93001140,476813,S,139100,100
3069,93001140,476850,B,128000,1000
3070,93001140,476894,B,140000,1000
3071,93001140,476965,B,140000,2000
3072,93001140,477126,B,136500,1500
3073,93001140,477152,B,136000,100
3074,93001140,477155,B,140600,1100
3075,93001150,477244,S,139500,600
3076,93001150,477278,B,139100,1600
3077,93001150,477350,B,139000,800
3078,93001150,477362,B,130100,2700
3079,93001150,477529,B,140000,800
3080,93001150,477559,B,141900,1000
3081,93001150,477697,S,163200,6300
3082,93001150,477762,B,141000,500
3083,93001150,477765,B,140500,1100
3084,93001150,477790,B,145000,2100
3085,93001150,477964,B,142200,400
3086,93001160,478051,B,142700,3200
3087,93001160,478060,S,139900,1000
3088,93001160,478082,B,140000,1900
3089,93001160,478135,B,140000,1000
3090,93001160,478197,B,141100,100
3091,93001160,478212,B,142000,100
3092,93001160,478213,B,136700,1000
3093,93001160,478215,B,140000,400
3094,93001160,478249,B,145500,200
3095,93001160,478276,B,138000,300
3096,93001160,478295,S,139900,100
3097,93001160,478327,B,139800,5000
3098,93001160,478397,B,141400,700
3099,93001160,478420,B,140100,200
3100,93001160,478438,B,140500,100
3101,93001160,478479,B,136800,100
3102,93001160,478536,B,123600,200
3103,93001170,478553,S,153200,2100
3104,93001170,478561,B,138900,100
3105,93001170,478580,B,140000,500
3106,93001170,478679,B,140000,400
3107,93001170,478726,B,140000,4400
3108,93001170,478738,B,140100,200
3109,93001170,478869,S,139900,500
3110,93001170,478887,B,139400,9200
3111,93001170,478894,B,140100,3000
3112,93001170,478931,S,139900,1000
3113,93001170,478934,B,139600,1000
3114,93001170,478958,S,139900,300
3115,93001170,478979,B,140000,100
3116,93001170,478989,S,139900,100
3117,93001170,479031,B,140000,500
3118,93001170,479033,B,137800,500
3119,93001170,479073,B,140400,300
3120,93001170,479075,S,139800,65000
3121,93001170,479196,B,140400,3500
3122,93001170,479204,B,140000,2100
3123,93001170,479210,B,142100,100
3124,93001170,479235,S,156800,1000
3125,93001170,479246,B,135000,400
3126,93001170,479250,B,132000,100
3127,93001170,479280,B,142700,4000
3128,93001170,479291,B,141000,200
3129,93001170,479313,S,136500,600
3130,93001170,479324,B,132600,1000
3131,93001170,479359,B,140000,10000
3132,93001180,60539,C,163000,400
3133,93001180,479440,B,140400,100
3134,93001180,479486,B,137100,100
3135,93001180,479492,B,140000,100
3136,93001180,479564,B,141100,1000
3137,93001180,479648,B,137000,100
3138,93001180,479674,B,140000,400
3139,93001180,479676,B,140100,100
3140,93001180,479702,B,140000,2200
3141,93001180,479831,B,140400,2000
3142,93001180,479850,B,141000,3500
3143,93001180,479860,S,152800,200
3144,93001180,479872,B,141000,100
3145,93001180,479963,B,141700,100
3146,93001190,480030,S,142700,1000
3147,93001190,480045,B,140000,1800
3148,93001190,480130,B,138500,500
3149,93001190,480161,B,140000,200
3150,93001190,480204,B,136000,1000
3151,93001190,480238,B,140600,400
3152,93001190,480252,B,130300,7000
3153,93001190,480282,B,140000,100
3154,93001190,480348,B,140000,300
3155,93001190,480417,B,142700,400
3156,93001190,480446,B,139800,300
3157,93001190,480575,B,148000,1500
3158,93001200,50245,C,149600,2200
3159,93001200,480807,B,139900,100
3160,93001200,480860,B,138800,100
3161,93001200,480904,S,139000,500
3162,93001200,480905,B,140100,200
3163,93001200,480907,B,141000,500
3164,93001200,480965,B,130400,200
3165,93001200,481102,B,137200,3600
3166,93001200,481120,B,141000,100
3167,93001200,481129,B,140000,100
3168,93001210,481240,B,138000,1000
3169,93001210,481294,B,140600,500
3170,93001210,481297,B,141000,2000
3171,93001210,481338,B,140400,700
3172,93001210,481357,B,140100,500
3173,93001210,481358,S,137000,300
3174,93001210,481420,B,138000,600
3175,93001210,481425,B,140000,100
3176,93001210,481527,B,140400,2900
3177,93001210,481568,S,139900,1300
3178,93001210,481592,B,138100,300
3179,93001220,481702,B,142700,300
3180,93001220,481714,B,140500,300
3181,93001220,481732,B,142700,500
3182,93001220,481777,B,139100,1000
3183,93001220,481859,B,138000,3000
3184,93001220,481874,S,145000,500
3185,93001220,481892,B,140300,4000
3186,93001220,481935,B,128000,1600
3187,93001220,481970,B,139100,200
3188,93001220,482102,B,140000,3000
3189,93001220,482109,B,140000,300
3190,93001230,482211,B,140400,100
3191,93001230,482215,B,139800,200
3192,93001230,482227,B,141000,4000
3193,93001230,482366,B,130000,100
3194,93001230,482498,B,140500,3500
3195,93001240,482729,B,142200,200
3196,93001240,482775,B,140000,300
3197,93001240,482779,B,140200,100
3198,93001240,482781,B,140000,300
3199,93001240,482817,B,141100,4000
3200,93001240,482847,B,136800,200
3201,93001240,482869,B,140500,500
3202,93001240,482875,B,140100,100
3203,93001240,482876,B,141000,300
3204,93001240,482891,B,143300,100
3205,93001240,482953,B,140000,1400
3206,93001240,482957,B,140400,300
3207,93001240,482998,B,120000,500
3208,93001240,483122,B,140300,2000
3209,93001250,483196,B,141000,100
3210,93001250,483197,S,139000,1000
3211,93001250,483198,S,140000,900
3212,93001250,483374,B,141000,50900
3213,93001250,483406,B,140000,400
3214,93001250,483411,B,138500,800
3215,93001250,483433,B,136600,58200
3216,93001250,483469,B,139600,1000
3217,93001250,483495,B,139300,1900
3218,93001250,483539,B,140200,200
3219,93001260,483657,S,139800,1300
3220,93001260,483695,B,140400,10500
3221,93001260,483696,B,130200,50000
3222,93001260,483697,B,140100,200
3223,93001260,483810,S,162000,1500
3224,93001260,483837,B,140000,1000
3225,93001260,483909,B,140000,700
3226,93001260,483958,B,140000,100
3227,93001260,483982,B,139000,100
3228,93001260,483992,S,138900,55600
3229,93001260,484034,B,143000,1500
3230,93001260,484065,S,160000,6500
3231,93001260,484091,B,138800,200
3232,93001260,484124,B,140000,100
3233,93001260,484139,S,163200,500
3234,93001260,484154,S,150000,700
3235,93001270,407966,C,140000,300
3236,93001270,484242,S,140000,1000
3237,93001270,484264,S,139800,700
3238,93001270,484291,B,141500,1000
3239,93001270,484318,B,138100,800
3240,93001270,484332,B,140600,100
3241,93001270,484381,B,139000,1400
3242,93001270,484451,B,140400,700
3243,93001270,484572,S,139000,5700
3244,93001270,484618,B,144300,2900
3245,93001280,226470,C,149900,2000
3246,93001280,484717,B,140400,200
3247,93001280,484719,B,134800,200
3248,93001280,484723,B,140000,200
3249,93001280,484756,B,140000,500
3250,93001280,484774,B,140000,300
3251,93001280,484775,B,120000,100
3252,93001280,484779,B,132000,500
3253,93001280,484824,S,146900,1700
3254,93001280,484845,S,138900,16300
3255,93001280,484892,S,136100,200
3256,93001280,484917,S,140000,1000
3257,93001280,484931,B,140000,100
3258,93001280,484934,B,140000,100
3259,93001280,484988,B,140000,1400
3260,93001280,485031,B,139000,700
3261,93001280,485033,B,132200,100
3262,93001280,485227,B,140000,1000
3263,93001290,485304,B,138600,1000
3264,93001290,485387,B,134100,20000
3265,93001290,485490,B,140100,200
3266,93001290,485510,B,131500,200
3267,93001290,485538,B,163200,200
3268,93001290,485661,S,138800,1000
3269,93001290,485666,B,140100,100
3270,93001300,231125,C,149700,7300
3271,93001300,264236,C,147700,5500
3272,93001300,485698,B,142800,900
3273,93001300,485704,B,140300,100
3274,93001300,485762,S,139800,100
3275,93001300,485773,B,140900,1100
3276,93001300,485818,B,140000,10000
3277,93001300,485912,B,130900,300
3278,93001300,486013,S,143200,700
3279,93001300,486015,B,140000,200
3280,93001300,486067,B,140000,10100
3281,93001300,486093,B,140000,400
3282,93001300,486105,B,142900,2000
3283,93001300,486112,B,140000,3400
3284,93001300,486194,B,140200,200
3285,93001300,486197,B,142000,700
3286,93001300,486232,B,140200,400
3287,93001300,486264,B,140500,200
3288,93001300,486323,B,140700,200
3289,93001300,486365,B,140000,200
3290,93001310,472953,C,140000,1000
3291,93001310,486432,B,140400,1300
3292,93001310,486506,B,140000,700
3293,93001310,486522,B,138000,1000
3294,93001310,486581,B,140000,100
3295,93001310,486624,S,150000,1000
3296,93001310,486663,B,163200,500
3297,93001310,486685,B,142700,700
3298,93001310,486724,B,126000,800
3299,93001310,486739,B,140000,1800
3300,93001310,486745,B,140000,400
3301,93001310,486831,S,163000,1500
3302,93001310,486899,B,142000,300
3303,93001310,486902,B,137000,2900
3304,93001310,486918,B,139500,2500
3305,93001310,486919,B,139500,3100
3306,93001310,486920,B,139500,1800
3307,93001310,486921,B,139500,2500
3308,93001310,486925,S,159900,900
3309,93001310,486938,S,153200,1500
3310,93001320,487012,B,140000,100
3311,93001320,487014,B,136600,100
3312,93001320,487053,B,136600,400
3313,93001320,487198,B,139100,300
3314,93001320,487214,B,148000,1000
3315,93001320,487272,B,136000,500
3316,93001320,487289,B,141000,800
3317,93001320,487321,B,140000,1000
3318,93001330,487455,B,140500,1000
3319,93001330,487618,B,140000,100
3320,93001330,487894,B,139800,1000
3321,93001330,487917,B,144800,200
3322,93001330,487925,B,140200,500
3323,93001340,488038,B,136000,500
3324,93001340,488135,B,142000,2200
3325,93001340,488223,B,141000,1600
3326,93001340,488346,B,141000,100
3327,93001340,488434,B,140800,1500
3328,93001340,488475,B,142100,2800
3329,93001350,488514,B,142000,600
3330,93001350,488517,B,140000,100
3331,93001350,488536,B,140500,1000
3332,93001350,488559,B,139800,2700
3333,93001350,488561,B,140100,100
3334,93001350,488637,S,159900,300
3335,93001350,488639,B,146000,4000
3336,93001350,488645,B,140600,100
3337,93001350,488696,S,139900,500
3338,93001350,488863,B,136000,100
3339,93001350,488897,B,160000,400
3340,93001350,488908,S,146000,100
3341,93001350,488988,B,140000,200
3342,93001360,87212,C,136000,300
3343,93001360,403713,C,135800,100
3344,93001360,489060,B,140000,1000
3345,93001360,489074,B,140200,1300
3346,93001360,489112,B,139200,400
3347,93001360,489127,B,140000,1000
3348,93001360,489234,B,141000,100
3349,93001360,489289,B,142000,1000
3350,93001360,489345,B,135800,100
3351,93001360,489424,B,131600,100
3352,93001360,489472,B,140300,600
3353,93001360,489490,B,125200,2000
3354,93001360,489527,B,140600,3600
3355,93001370,489551,B,138000,100
3356,93001370,489601,B,140000,1300
3357,93001370,489651,B,140000,900
3358,93001370,489774,B,142000,500
3359,93001370,489784,B,140000,3000
3360,93001370,489786,S,160900,200
3361,93001370,489797,B,139100,5600
